cin,company_name,status,authorized_capital,paidup_capital,class
U27209PN2001PTC016244,CHAITANYA MAGENETICS PRIVATE LIMITED,Strike Off,500000.00,100000.00,Private
U67110KA2018PLC113282,GUNDAGURTI HONNASHRI NIDHI LIMITED,Active,1000000.00,1000000.00,Public
U24240MH2006PTC158873,SP EXCEL DETERGENT PRIVATE LIMITED,Active,100000.00,100000.00,Private
U01222TZ2014PTC020586,JOTHI POULTRY FARM PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U01611MH2025PTC442995,PANCHAVATAR KRUSHI PRODUCER COMPANY LIMITED,Active,100000.00,100000.00,Private
U34300KA2022PTC166459,MOTOLINC INDIA PRIVATE LIMITED,Active,100000.00,20000.00,Private
U22203GJ2023PTC146454,DYNAMIC POLYPACK PRIVATE LIMITED,Active,100000.00,100000.00,Private
U24220MH1989PTC052150,ASHLESHA SYNCHEN PVT LTD.,Strike Off,500000.00,0.00,Private
U29220DL2008PTC182145,MICROVISION ENGINEERING PRIVATE LIMITED,Active,500000,100000,Private
U65929TN2015OPC098986,SAKKA MERCHANDISE PRIVATE LIMITED (OPC),Active,100000.00,100000.00,One Person Company
U72900DL2012PLC242035,S P JINDAL VENTURES INDIA LIMITED,Active,20000000,20000000,Public
U74140DL2013PTC254367,STERLING RELOCATION PRIVATE LIMITED,Active,100000,100000,Private
U45400DL2007PTC172034,APEX INFRACON PRIVATE LIMITED,Active,100000,100000,Private
U45201GJ2009PTC058520,FAIRY LAND AND REAL ESTATE PRIVATE LIMITED,Active,100000.00,100000.00,Private
U45209MH2012PTC237871,MEP HIGHWAY SOLUTIONS PRIVATE LIMITED,Active,100000000.00,91850000.00,Private
U52520KA2021PTC149033,INDICART RETAIL SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U70101DL1996PTC076606,SURJIVAN RESORTS AND FARMS PRIVATE LIMITED,Strike Off,2000000,1853400,Private
U78300GJ2023PTC146151,RECRUITRIDERS TECHNOLOGIES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U24232PN2011PTC140953,ABHINCO PHARMA PRIVATE LIMITED,Active,100000.00,100000.00,Private
U99999MH1985PTC035045,FABRICA CHEMIPLANTS THANE PVT LTD,Strike Off,500000.00,0.00,Private
U25209GJ1987PTC009839,LPS PLASTICS PRIVATE LIMITED,Strike Off,1000000.00,800300.00,Private
U74900DL2015PTC287954,LOVIGA TRADE HOLDINGS PRIVATE LIMITED,Active,100000,100000,Private
U67100PN2019PTC188249,ENLIGHTENED WEALTH ADVISORS PRIVATE LIMITED,Converted to LLP,100000.00,100000.00,Private
U22121DL2005PTC142277,AMARTYA PUBLICATION PRIVATE LIMITED,Active,100000,100000,Private
U45100TN2016PTC112705,ESYA INFRA 360 PRIVATE LIMITED,Active,100000.00,100000.00,Private
U27100PN2015PTC166511,AVANI METACAST PRIVATE LIMITED,Active,5000000.00,4760000.00,Private
U25209GJ2021PTC124196,ALKALINE PLAST PRIVATE LIMITED,Active,400000.00,400000.00,Private
U37100DL2011PTC219200,WELLFIX CABLES & CORDS PRIVATE LIMITED,Strike Off,100000,100000,Private
U63030DL2020PTC362667,SKYWAYS SLS LOGISTIK PRIVATE LIMITED,Active,1500000,1000000,Private
U72200MH2002PTC135287,PROSERVE SOLUTIONS (INDIA ) PRIVATE LIMITED,Converted to LLP,14100000.00,14100000.00,Private
U74999MH2019PTC321036,MCGV TECHNOLOGIES PRIVATE LIMITED,Strike Off,500000.00,10000.00,Private
U74899DL1989PTC035344,SPARTAN MANAGEMENT SERVIES PRIVATE LIMITED,Active,1000000,800200,Private
U74102PN2024PTC232881,AMCOS BUILDCON PRIVATE LIMITED,Active,100000.00,100000.00,Private
U99999MH1992PTC066930,KESAR CHEMICAL TRADING COMPANY PRIVATE LIMITED,Strike Off,500000.00,0.00,Private
U23209GJ1979SGC003281,GUJARAT STATE PETROLEUM CORPORATION LIMITED,Active,12000000000.00,10756540264.00,Public
U24231GJ1991PTC016482,SHREEPAL PHARMA ORGANIC PVT LTD,Active,7500000.00,6030000.00,Private
U72200KA2021PTC154878,MOROLOT PRIVATE LIMITED,Active,1200000.00,102000.00,Private
U70102MH2008PTC184522,CRYSTAL BUILDWELL PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74940PN2022PTC211056,DM HASHTAG STUDIOS PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U74900MH2011PTC222129,SCANIA GENERIC & SERVICES PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U63040KA2022PTC168906,COREHOLIDAYS TOURS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74999MH2016PTC282010,LIFEDRUG HEALTHCARE PRODUCTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51909MH2022PTC380057,SHARNGI MULTI TRADE PRIVATE LIMITED,Active,100000.00,100000.00,Private
U99999KA1970PLC001968,BANGALORE PESTICIDES LIMITED,Under Liquidation,5000000.00,700.00,Public
U92419DL2022PTC400028,RS GYM PRIVATE LIMITED,Active,200000,100000,Private
U24134MH2008PTC188102,KAMDHENU POLYPLAST PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74140DL2009PTC195651,VINAYAK AIR GASES PRIVATE LIMITED,Active,1000000,100000,Private
U72200KA2013PTC068777,AVISTA INFO SOLUTIONS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U27310DL2007PTC162763,JDC GLOBBAL PRIVATE LIMITED,Active,5000000,3002000,Private
U74110MH2019PTC332563,ASQI SYSTEMS PRIVATE LIMITED,Active,1500000.00,107140.00,Private
U85500PN2025NPL237920,BDT SOCIAL IMPACT FOUNDATION,Active,100000.00,100000.00,Private
U45201GJ2001PTC039828,JEET ORGANISERS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U45201GJ2007PTC052097,ISHWARCHARAN BUILDERS PRIVATE LIMITED,Active,150000000.00,127000000.00,Private
U70109MH2022PTC388157,GREEN AVENTURINE INFRA PRIVATE LIMITED,Active,2500000.00,500000.00,Private
U45202MH1999PTC121260,HARIDWAR DEVELOPERS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U45200TN2024PTC172152,SICARZ CAR CARE PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72900DL2000PTC105317,E DAY SOLUTIONS PRIVATE LIMITED,Strike Off,100000,10000,Private
U18204DL1999PTC098040,EMBROIDERY SYSTEMS INDIA PRIVATE LIMITED.,Strike Off,3000000,2966960,Private
U36100GJ2019PTC110366,SAFAR POLYFURNITURE PRIVATE LIMITED,Active,5000000.00,5000000.00,Private
U63090MH2000PTC124652,N. GULABCHAND OCTROI SERVICES PRIVATE LIMITED,Strike Off,500000.00,102000.00,Private
U01500TN2024PTC171109,NINEL AGRO MINING PRIVATE LIMITED,Active,1500000.00,100000.00,Private
U17299TZ2009PTC015312,NORSTING TEXTILES PRIVATE LIMITED,Active,45000000.00,43237010.00,Private
U74300MH1999PTC122952,IMAGE INDIA COMMUNICATIONS PRIVATE LIMITED,Strike Off,500000.00,4000.00,Private
U64990MH2023PLN410941,SYNTHWEALTH URBAN NIDHI LIMITED,Active,1000000.00,1000000.00,Public
U45200MH1999PTC118009,BOMBAY INFRA-DEVELOPMENTS PRIVATE LIMITED,Active,500000.00,100000.00,Private
U55101DL2010PTC198500,SSVK HOSPITALITY PRIVATE LIMITED,Strike Off,100000,100000,Private
U72900KA2021PTC147656,SILICON MEGHA SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U80100DL2024PTC436731,FINOLINK SECURITY SERVICES PRIVATE LIMITED,Active,1000000,100000,Private
U17120MH1983PTC029717,STANDARD FIBRECHEM PRIVATE LIMITED,Strike Off,1000000.00,500000.00,Private
U67120DL2001PTC110115,TURION MARKETING PRIVATE LIMITED,Strike Off,100000,0,Private
U65929DL1996PLC075311,KJMC STOCK HOLDINGS COMPANY LIMITED,Strike Off,40000000,7000,Public
U72100TN2024PTC171365,NOVOZON BIOSOLUTIONS PRIVATE LIMITED,Active,10000.00,10000.00,Private
U69202DL2024PTC439009,KUMAR TAX CONSULTANCY PRIVATE LIMITED,Active,1500000,100000,Private
U67190MH1995PTC085072,RUNGTA FINANCIAL SERVICES PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U24290MH2019PTC325171,BLISSON MEDICA PRIVATE LIMITED,Active,500000.00,500000.00,Private
U21001DL2023PTC416263,UNICEUTIS PHARMA PRIVATE LIMITED,Active,4000000,2400000,Private
U22219DL2020PTC368262,LAT GLOBAL PUBLISHERS PRIVATE LIMITED,Active,10000000,1000000,Private
U86909DL2025PTC441419,S2N RCM PRIVATE LIMITED,Active,100000,100000,Private
U86201KA2025PTC197607,SEHEALTHTECH PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U51900MH1991PTC062118,SKYWAY TRADING AND FINANCE PVT LTD,Strike Off,1000000.00,950200.00,Private
L99999MH1988PLC047408,MAN INDUSTRIES (INDIA) LIMITED,Active,400000000.00,323675940.00,Public
U51398TN2003PTC050901,VVS GOLD JEWELLERS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U51220DL2008PTC182106,RASHI TOBACCO COMPANY PRIVATE LIMITED,Active,20000000,20000000,Private
U99999MH1985PTC035692,URJA CHEMICALS PRIVATE LIMITED,Strike Off,500000.00,0.00,Private
U45201DL1982PTC014446,RAIZADA BUILDERS PRIVATE LIMITED,Strike Off,500000,2000,Private
U74900DL2013PTC261583,ARDHIKA SOCIAL DEVELOPMENT,Strike Off,100000,100000,Private
U33112MH2012PLC232609,INDOCO PHARMCHEM LIMITED,Strike Off,500000.00,500000.00,Public
U85300MH2020NPL336738,WORLD ELECTRONIC SECURITY & SAFETY INDUSTRY ASSOCIATION,Active,1500000.00,30000.00,Private
U45309TZ2019PTC032574,APR INFRA PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U31200MH1996PTC096329,ELFAB CONTROLS PRIVATE LIMITED,Strike Off,500000.00,251270.00,Private
U74999MH2018PTC316354,NEETAI MANORANJAN & EVENT MANAGEMENT PRIVATE LIMITED,Active,100000.00,20000.00,Private
U74900DL1996PTC078711,DISHA EDUCATIONAL CONSULTANCY SERVICES PRIVATE LIMITED,Strike Off,400000,2000,Private
U78300DL2024PTC436999,RIDDHI SECURITY & HOUSEKEEPING SERVICES PRIVATE LIMITED,Active,10000,10000,Private
U27310MH2016PTC273066,LAXMI IRON & STEEL INDUSTRIES (NAGPUR) PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U85500TN2023NPL162133,SRI SAKTHI MURUGA FOUNDATION,Active,0.00,0.00,Private
U85300GJ2021NPL126793,SWAJAN SEVA FOUNDATION,Active,10000.00,10000.00,Private
U70101DL2005PTC139902,K3P REALTIES PRIVATE LIMITED,Active,1500000,1070000,Private
U46699GJ2024PTC148935,BHARAT RUSTICS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U52190DL2015PTC286974,ALPHA PLUS MEDICOS PRIVATE LIMITED,Active,100000,100000,Private
U93000DL2010PTC200547,SRG CONSULTANCY PRIVATE LIMITED,Strike Off,100000,100000,Private
U27100MH1997PTC110423,SGI STEELS PRIVATE LIMITED,Active,2500000.00,500000.00,Private
U74990DL2018PTC343609,BANDHAN MATRIMONY PRIVATE LIMITED,Active,100000,100000,Private
U15100DL2016OPC304177,UNITARY FOODS (OPC) PRIVATE LIMITED,Strike Off,100000,100000,One Person Company
U74920DL2003PTC120682,PRATHU SECURITY SERVICES PRIVATE LIMITED,Strike Off,100000,100000,Private
U74999MH2016PTC288965,Y- STAR CINE AND TELEVISION PRIVATE LIMITED,Active,2500000.00,100000.00,Private
U74999MH1971PTC015508,CHAMPION SEALS AND PACKINGS PRIVATE LIMITED,Active,2400000.00,2400000.00,Private
U34300TN2006FTC060086,TECH ONE AUTOMOTIVE INDIA PRIVATE LIMITED,Active,5000000.00,4800000.00,Private
U51909PN2015PTC154778,NINE MANTRA TRADE PRIVATE LIMITED,Active,100000.00,100000.00,Private
U62011GJ2024PTC155434,SERVIOTS TECHNOLOGY PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74899DL1984PTC601479,ANIL RAI ELECTRONIC ENTERPRISES PRIVATE LIMITED,Inactive for e-filing,2500000,2500000,Private
U67120TN1993PLC024309,PREMIER CAPITAL MARKET SERVICES LTD,Active,10000000.00,10000000.00,Public
U85305DL2024NPL426238,ASSOCIATION OF INSOLVENCY PROFESSIONAL ENTITIES,Active,0,0,Private
U72900PN2021PTC197858,SUPERNOVAE KOP PRIVATE LIMITED,Active,200000.00,150000.00,Private
U65999TN2004PTC055041,FUTURE & OPTIONS KARD SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51909TN2021PTC145064,THEJ ROCKS IMPORTS & EXPORTS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U15400MH2022PTC374298,SHANKROD INDUSTRIES PRIVATE LIMITED,Active,500000.00,100000.00,Private
U80302MH2018NPL308842,PUNYAKARMA FOUNDATION,Active,100000.00,100000.00,Private
U45201DL1999PTC098789,ROSHNI CONTRACTS (INDIA) PRIVATE LIMITED,Strike Off,500000,200,Private
U72200PN2004PTC019376,KOPERA SOFTWARE PRIVATE LIMITED,Active,100000.00,100000.00,Private
U36991DL2002PTC114013,ROLLEXI PENS PRIVATE LIMITED,Active,500000,500000,Private
U39000DL2025PTC446667,SHIVOY ENERGIES PRIVATE LIMITED,Active,100000,100000,Private
U55101MH2003PTC143532,PRESTIGE HOTELS AND RESORTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72200KA2017PTC101501,CALIBRECODE SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U29309GJ2021PTC121617,KONCEPT MACHINING SOLUTION PRIVATE LIMITED,Active,1500000.00,715950.00,Private
U85500MH2023NPL413336,RIFAH-E-AAM EDUCATIONAL AND WELFARE FOUNDATION,Active,25000.00,25000.00,Private
U74999DL2015PTC277736,WI-MAX COMMUNICATIONS PRIVATE LIMITED,Strike Off,100000,100000,Private
U36911MH2004PTC146852,DRISHTI JEWELLERY PRIVATE LIMITED,Active,5000000.00,2700000.00,Private
U58200TN2024OPC175474,GEOTAMIZHA (OPC) PRIVATE LIMITED,Active,100000.00,20000.00,One Person Company
U45200DL2006PLC153711,JOYSRI ANANDASRI CONSTRUCTION LIMITED,Strike Off,1000000,0,Public
U00068KA1988PTC009412,NAVMARG MARKETING PRIVATE LIMITED,Strike Off,300000.00,7000.00,Private
U99999MH1985PTC035361,SOPARIWALA NOOR BUILDERS PVT LTD,Strike Off,100000.00,0.00,Private
U74999MH2018PTC304808,OPLENTUSAA PROJECTS PRIVATE LIMITED,Active,499000.00,120000.00,Private
U67100KA2013PTC072702,LADDER HOLDINGS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U24230TN2022PTC153408,ELCARE PHARMA PRIVATE LIMITED,Active,1500000.00,100000.00,Private
U92490DL2022PTC401015,YOGA HEALERS PRIVATE LIMITED,Active,100000,10000,Private
U17120MH2011PTC219254,NANDADEVI TEXTILES PRIVATE LIMITED,Active,6500000.00,6499500.00,Private
U51909PN2015PTC156674,RV TRADING PRIVATE LIMITED,Active,100000.00,100000.00,Private
U17121MH2008PTC182247,ABHAY NUTRITION PRIVATE LIMITED,Under Liquidation,190000000.00,67042680.00,Private
U80301DL2017PTC327221,IESMASTER LEARNERS PRIVATE LIMITED,Active,2500000,2500000,Private
U51102TN1994PTC029473,NICHE MARKETING PRIVATE LIMITED,Strike Off,1000000.00,0.00,Private
U92141DL1984PTC017748,P. K. COMMUNICATION PRIVATE LIMITED,Strike Off,7500000,31500,Private
U74999TN2020PTC134751,DRIVEFORE LOGISTICS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U52599DL2022PTC401724,LOVESUMMER PRIVATE LIMITED,Active,100000,100000,Private
U51909TZ2019PTC032680,HER MARTS PRIVATE LIMITED,Strike Off,1500000.00,1000000.00,Private
U74900DL2011FTC228662,TOBY HEALTH PRIVATE LIMITED,Strike Off,2000000,1516930,Private
U67120DL1995PTC065337,AZAD GOLDEN INVESTMENTS PRIVATE LIMITED,Strike Off,100000,200,Private
U82990KA2024PTC189701,AVNEER SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U24232DL2007PTC171447,ARAMUC PHARMA PRIVATE LIMITED,Strike Off,100000,100000,Private
U15130DL2021PTC390310,EASYTECH FOODS PRIVATE LIMITED,Active,100000,100000,Private
U99999MH1996PTC104821,CHAMPANAGARI FINVEST PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U33309MH2022PTC383148,ARCK TECHNOLOGIES INNOVATIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U22200MH1982PTC028548,SHAKTI OFFSET PVT LTD,Active,500000.00,500000.00,Private
U74999MH2019PTC330768,TUSK TALE FILMS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72200TN2005PTC056528,SYNCFUSION SOFTWARE PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U45400DL2013PTC251059,CREATURE INTERIOR SOLUTIONS PRIVATE LIMITED,Strike Off,100000,100000,Private
U72100DL2016PTC289239,SUKRITI SOCIAL PRIVATE LIMITED,Active,100000,100000,Private
U74999TN2017PTC114817,SALTY BONE DIVERS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U62099TN2023OPC166430,HUNTDOWN GAMING SOLUTIONS (OPC) PRIVATE LIMITED,Strike Off,100000.00,10000.00,One Person Company
U21001MH2023PTC414735,MERVEILLEUX NEUTRIPHARMA PRIVATE LIMITED,Active,500000.00,25000.00,Private
U51909PN2007PTC130804,SHG TRADERS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U63040MH2005PTC335446,ELLEYS INDUSTRIES (INDIA) PRIVATE LIMITED,Active,10000000.00,6806250.00,Private
U20296DL2007PTC171291,M.MOSER DESIGN ASSOCIATES (INDIA) PRIVATE LIMITED,Active,150000000,119415000,Private
U01403MH2011PTC217534,CHAITANYA DAL MILLS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U65910MH1994PTC076462,NAVJIVAN LEASING AND INVESTMENT PVT LTD,Strike Off,500000.00,200000.00,Private
U63090MH1994PTC081313,BHISE SHIPPING AGENCIES (INDIA) PRIVATE LIMITED,Active,500000.00,360000.00,Private
U74999TN2017PTC120219,DHE4 VENTURES PRIVATE LIMITED,Active,1000000.00,400000.00,Private
U63910MH2025PTC439721,MGANU MEDIA PRIVATE LIMITED,Active,1000000.00,300000.00,Private
U46909GJ2023PTC146770,HATSON INDIA PRIVATE LIMITED,Active,100000.00,100000.00,Private
U99999MH1984PTC033428,ADARSH KNITTING INDUSTRIES PRIVATE LIMITED,Active,100000.00,0.00,Private
U20210MH1988PTC046814,BOMBAY VENEERS PRIVATE LIMITED,Strike Off,500000.00,0.00,Private
U55101DL2012PTC242858,CURO HOSPITALITY PRIVATE LIMITED,Converted to LLP,1500000,1350000,Private
U78300DL2017PTC321896,KOIOS ASSET MANAGEMENT PRIVATE LIMITED,Active,1000000,598750,Private
U71309MH2005PTC152558,NEE FILMS CINE RENTAL PRIVATE LIMITED,Active,3000000.00,2372500.00,Private
U18109DL2013PTC251277,GARMENTS TRIM INDIA PRIVATE LIMITED,Active,100000,100000,Private
U36912MH1991PTC064499,BLAZE DIAMONDS P.LTD.,Strike Off,200000.00,0.00,Private
U86100MH2024PTC418550,RED PANDA HEALTHCARE PRIVATE LIMITED,Active,20000.00,10000.00,Private
U74999DL2021PTC389381,LORDS OF LAW PRIVATE LIMITED,Active,100000,100000,Private
U31101KA1987PTC008299,MIECO PUMPS AND GENERATORS PRIVATE LIMITED,Active,1000000.00,757000.00,Private
U80900MH2022NPL383181,MARATHA UDYOJAK LOBBY ORGANISATION,Active,1500000.00,111000.00,Private
U92411DL2001PTC109913,JEAN DESJOYAUX PRIVATE LIMITED,Active,500000,100000,Private
U74999DL2012PTC243403,MI MEDIA AND WEB SOLUTIONS PRIVATE LIMITED,Active,100000,100000,Private
U36999KA1992PTC012683,A.J.STATIONERY PRIVATE LIMITED,Active,6000000.00,5208000.00,Private
U70200PN2013PTC149883,RED SOIL FARRMS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U72900KA2022PTC160700,KA32 SOFTWARE PRIVATE LIMITED,Active,1000000.00,10000.00,Private
U56302DL2023PTC420301,COFFEE BAY INDIA PRIVATE LIMITED,Active,100000,100000,Private
U65990MH1993PTC073800,RIDHI SIDHI FINCAP PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U36109KA2022PTC160096,SREE AADHYA MODULAR INTERIORS PRIVATE LIMITED,Active,1500000.00,625000.00,Private
U45202MH2010PLC208751,SHREE ANUKUL INFRA LIMITED,Active,150000000.00,9970000.00,Public
U45201TN2005PTC055441,AYSHA FOUNDATION PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74900MH2008PTC182957,HEALTHLINE INDIA PRIVATE LIMITED,Strike Off,500000.00,0.00,Private
U93090KA2010NPL053545,RURAL SHORES FOUNDATION,Active,0.00,0.00,Private
U55100DL2019PTC355062,H2 FOOD CORNERS PRIVATE LIMITED,Active,100000,100000,Private
U80100KA2016PTC097496,DRISHNA TECH SOLUTIONS PRIVATE LIMITED,Active,47500000.00,46312500.00,Private
U72900GJ2012PTC071839,IVIEW LABS PRIVATE LIMITED,Active,1500000.00,1500000.00,Private
U93000DL2013PTC261839,MOUNTAIN TOP MANAGEMENT CONSULTANCY PRIVATE LIMITED,Active,100000,100000,Private
U02102KA1995PTC019410,CANARA PAPER CONTAINERS PRIVATE LIMITED,Active,3000000.00,2512000.00,Private
U74999MH2022OPC381540,MULTIVERSE MEDIA (OPC) PRIVATE LIMITED,Active,100000.00,100000.00,One Person Company
U72200KA2015PTC082012,ONCURVE DATA SOLUTIONS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U27104TN1998PTC040814,SSK IRON AND STEELS PRIVATE LIMITED,Active,5000000.00,4900000.00,Private
U74900DL2008PTC181778,MSQUARE INFO MERZER PRIVATE LIMITED,Strike Off,100000,0,Private
U65993PN1989PTC054308,P G JADHAV INVESTMENTS PVT LTD,Active,500000.00,100500.00,Private
U72300TN2014PTC096659,MEGSOFT BUSINESS SOLUTIONS PRIVATE LIMITED,Active,1000000.00,300000.00,Private
U74999TN2016PTC113616,Q-TACHUS BUSINESS SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51909KA1995PTC017635,ESHWAR AGRO FARMS PRIVATE LIMITED,Strike Off,100000.00,200.00,Private
U74994DL2018PTC340844,SKYMAPPER AVIATION PRIVATE LIMITED,Active,1000000,10000,Private
U74140DL2019PTC347610,BMCS MANAGEMENT CONSULTANCY SERVICES PRIVATE LIMITED,Active,1000000,100000,Private
U74999PN2018PTC176470,SANKIK IT SOLUTIONS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U85300MH2021NPL359312,VEDANT AYYAPPAN SEVA FOUNDATION,Active,0.00,0.00,Private
U26933MH1993PTC073544,KAJAL CERAMICS P LTD,Strike Off,4000000.00,3600000.00,Private
U15100MH1985PTC036134,SALSTAR FOODS AND BEVERAGES PVT LTD,Under Liquidation,100000.00,0.00,Private
U74140TN1996PTC034724,VENKAT CONSULTANCY P LTD,Strike Off,2500000.00,116000.00,Private
U74999MH2018PTC307416,KAPIL STONE PROCESSING AND TRADING PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U72200TZ2011PTC017152,GMAX TECHNOLOGIES INDIA PRIVATE LIMITED,Active,500000.00,100000.00,Private
U74140MH2006PTC163430,MADHUMALATI CONSULTANCY PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U88900MH2025NPL441862,NARAYAN GREEN GOSHALA ASSOCIATION,Active,0.00,0.00,Private
U51909GJ2003PTC042208,AMAR BHARTI TRADE PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U63000MH2022OPC395817,ACFS LOGISTICS (OPC) PRIVATE LIMITED,Active,100000.00,100000.00,One Person Company
U74110GJ2020PTC112892,ALL TIME TALES STUDIO PRIVATE LIMITED,Active,1000000.00,800000.00,Private
U29299KA2000PTC027931,COSMOS MACHINING TECHNOLOGIES PRIVATE LIMITED,Strike Off,200000.00,172700.00,Private
U88900KA2023NPL182374,SAMPRABHAV FOUNDATION,Active,100000.00,10000.00,Private
U72200DL2012PTC237840,BJ SOFTECH PRIVATE LIMITED,Strike Off,100000,100000,Private
U00121TZ1996PTC007635,VELLIMALAI FARMS PRIVATE LIMITED,Strike Off,6000000.00,100000.00,Private
U67190MH2022PTC378893,3G ACCREDIT SERVICES PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U45200MH1995PLC089761,RAVI NIRMAN NIGAM LIMITED,Active,100000000.00,80130000.00,Public
U72200GJ2001PTC039997,INVERION TECHNOLOGIES PRIVATE LIMITED,Active,2500000.00,825000.00,Private
U88900MH2025NPL447362,MOHAMMADIYA MAJID AND MADARSA AHLE SUNNAT WAL JAMAAT FOUNDATION,Active,100000.00,10000.00,Private
U93000MH2019PTC318996,SNIPAX INDIA PRIVATE LIMITED,Active,100000.00,100000.00,Private
U45400DL2014PTC269108,SSDK CONTRACTORS PRIVATE LIMITED,Active,500000,100000,Private
U17200DL2012PLC229939,ORACLE DESIGN & DEVELOPERS LIMITED,Strike Off,10000000,505000,Public
U45200KA2008PTC045736,GREEN CITY CONSTRUCTIONS PRIVATE LIMITED,Active,20000000.00,0.00,Private
U74900DL1995PTC065324,BRASS TECH HARDWARE INDIA PRIVATE LIMITED,Strike Off,2500000,20,Private
U72900KA2017FTC101146,DIGIVERV INDIA PRIVATE LIMITED,Strike Off-AwaitingPublication,10000000.00,5097710.00,Private
U24303TN2023PTC158053,GAUTAM COLOUR AND CHEMICALS PRIVATE LIMITED,Active,1500000.00,200000.00,Private
U45203MH2010PTC199232,MANOMAY INFRA PROJECTS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U72900TN2016OPC104844,APPSBUCKET TECHNOLOGIES (OPC) PRIVATE LIMITED,Active,100000.00,100000.00,One Person Company
U74900TZ2016PTC022189,RICHDADDY SOLUTIONS INDIA PRIVATE LIMITED,Active,1000000.00,750000.00,Private
U36911MH2007PTC172505,JEWEL CRAFT PRIVATE LIMITED,Active,10000000.00,10000000.00,Private
U72501DL2019PTC352242,ENVIRYA PROJECTS PRIVATE LIMITED,Active,1000000,100000,Private
U46497KA2023PTC180836,LECULE PHARMA PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U72501DL2016PTC301370,BR SOLUTIONS PRIVATE LIMITED,Active,100000,100000,Private
U72200KA2003PTC032840,CHIPWERKS PRIVATE LIMITED,Active,500000.00,300000.00,Private
U74999GJ2020PTC112349,SEEMA & SONS MANAGEMENT PRIVATE LIMITED,Active,100000.00,100000.00,Private
U67190MH2004PTC145302,KASHISH CONSULTANCY SERVICES PRIVATE LIMITED,Converted to LLP,500000.00,100000.00,Private
U50400MH2021PTC356396,PETROGO FUELLING TECHNOLOGIES PRIVATE LIMITED,Active,105000.00,10500.00,Private
U72900DL2021PTC389926,MODULATION DIGITAL PRIVATE LIMITED,Active,100000,100000,Private
U35900DL2011PTC226177,LAUREL HITECH SEALS PRIVATE LIMITED,Active,500000,100000,Private
U65910GJ1995PLC024827,DRUPA FINANCE LIMITED,Strike Off,5000000.00,700.00,Public
U74110TN2022PTC155121,INCETTO BUSINESS SOLUTIONS PRIVATE LIMITED,Active,1000000.00,200000.00,Private
U67000KA1985PTC006642,ALWIN INVESTMENTS PRIVATE LIMITED,Strike Off,5000000.00,10000.00,Private
U08031KA1993PLC014247,VAISHAK INTERNATIONAL LIMITED,Under Liquidation,20000000.00,0.00,Public
U51909DL2018PTC332422,COCOON BARTER GLOBAL PRIVATE LIMITED,Active,500000,100000,Private
