cin,company_name,status,authorized_capital,paidup_capital,class
U45309DL2023PTC410138,MSD ENGINEERING PRIVATE LIMITED,Active,100000,100000,Private
U65990MH2016PTC279894,CONNECT EQUIPMENT LEASING PRIVATE LIMITED,Active,141600000.00,81550000.00,Private
U24117TN1990PTC019576,JAGGANMOHAN CHEMICALS PRIVATE LIMITED,Strike Off,1000000.00,0.00,Private
U74900TN2009PTC072682,ROTO CAM INDIA PRIVATE LIMITED,Active,2000000.00,1000000.00,Private
U74899DL2005PLC142024,BTM CORP LIMITED,Strike Off,50000000,45600000,Public
U51109DL2009PTC186279,SAUMYA HANDICRAFTS PRIVATE LIMITED,Strike Off,100000,0,Private
U47413PN2023PTC223649,AKSHARA SYSTEMS PRIVATE LIMITED,Active,500000.00,100000.00,Private
U20236MH2024PTC417749,SOAPSKART ORGANICS PRIVATE LIMITED,Active,1000000.00,300000.00,Private
U31909DL2019PTC357378,PALOLI ELECTRICALS PRIVATE LIMITED,Active,100000,100000,Private
U72900KA2022PTC161267,GIER APP PRIVATE LIMITED,Strike Off,100000.00,97000.00,Private
U68200DL2013PTC251869,ADIVA ENTERPRISES PRIVATE LIMITED,Active,100000,100000,Private
U74900DL2010PTC203428,DEV BUSINESS SOLUTIONS PRIVATE LIMITED,Strike Off,1000000,100000,Private
U64203KA2000PTC027957,S-WAVE SYSTEMS PRIVATE LIMITED,Active,1000000.00,500000.00,Private
U36994DL2022PTC393519,VASURATNA JEWELS PRIVATE LIMITED,Active,1000000,500000,Private
U74140MH1991PTC062153,DECON MANAGEMENT SERVICES PVT LTD,Active,100000.00,100000.00,Private
U74899DL1984PTC018296,RIVIERA ELECTRONICS PRIVATE LIMITED,Active,500000,400000,Private
U74999MH2015OPC264991,SCALEBUZZ SOLUTIONS PRIVATE LIMITED (OPC),Active,100000.00,100000.00,One Person Company
U70109MH2022PTC388157,GREEN AVENTURINE INFRA PRIVATE LIMITED,Active,2500000.00,500000.00,Private
U74120MH2011PTC222810,SHUBHAM ENTERTAINMENT PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74900MH2013PTC245107,STIGAN BUSINESS SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U33111MH2012PTC228761,IWORX SYSTEMS INDIA PRIVATE LIMITED,Active,500000.00,100000.00,Private
U02000GJ2006PTC047432,TRIVENI TIMBER PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74999DL2018PTC336949,ADANI SOLAR ENERGY KA NINE PRIVATE LIMITED,Active,15000000000,2915936520,Private
U52609MH2022PTC381453,DIO WELL IMPEX SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72900MH2005PTC155986,TGH PROCESS SOLUTIONS PRIVATE LIMITED,Active,5000000.00,5000000.00,Private
U78100DL2024PTC438249,SONIC SQUADRON PRIVATE LIMITED,Active,100000,100000,Private
U18109DL2011PTC220725,GAURAV HANDICRAFT PRIVATE LIMITED,Active,1000000,265000,Private
U45400MH2012PTC238846,M.A.A. REALTORS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74999GJ2022PTC129180,SUCCESS SPECIALISTS PRIVATE LIMITED,Active,20000.00,20000.00,Private
U50400MH2021PTC355696,OPULENCE ENERGY PRIVATE LIMITED,Strike Off,100000.00,21000.00,Private
U32201TN1996PTC035999,DIGILINE COMMUNICATIONS (INDIA) PRIVATE LIMITED,Strike Off,500000.00,0.00,Private
U28932MH1985PTC038359,SANMAN MARKETING COMPANY PVT LTD,Strike Off,1000000.00,117000.00,Private
U41000PN2010PTC137913,JEEVIKA PURIFIER SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74110DL2014PTC272108,AMAESTRO DDR SERVICES PRIVATE LIMITED,Active,100000,100000,Private
U74999DL2016PTC303616,VANJI POWER PRIVATE LIMITED,Strike Off,100000,100000,Private
U52390DL2009PTC191177,SHREE HARISHANTI ENTERPRISES PRIVATE LIMITED,Active,5000000,1736000,Private
U73100MH2012PTC231416,ORIENTATION METHODOLOGY PRIVATE LIMITED,Strike Off,500000.00,500000.00,Private
U72300TN1999PTC043640,ONSPEC-LEGEND INFORMATION SYSTEMS PRIVATE LIMITED,Active,500000.00,100000.00,Private
U24100DL2022PTC404065,GROWKUL ORGANICS AND AGRO PRIVATE LIMITED,Active,20000,10000,Private
U99999MH1948PLC006434,TARACHAND RAMGOPAL (INDIA) LTD.,Dissolved (Liquidated),0.00,0.00,Private
U23994MH2025PTC442915,TRIVIKRAM GRAPHITE PRIVATE LIMITED,Active,1000000.00,200000.00,Private
U22191KA2025OPC197102,TEKEY NEO ENGINEERING (OPC) PRIVATE LIMITED,Active,1000000.00,300000.00,One Person Company
U01100MH2021PTC367908,AHIRE AGRO TECH PRODUCER COMPANY LIMITED,Active,500000.00,150000.00,Private
U20131PN2023PTC219230,SHIVAI POLYMERS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74999DL2022PTC404170,MAGNA TECHNOCRATS INDIA PRIVATE LIMITED,Active,100000,100000,Private
U72900KA2022PTC169311,SLASHPAN TECHNOLOGIES PRIVATE LIMITED,Active,1000000.00,10000.00,Private
U24100MH1999PTC118647,DANASHMAND ORGANIC PRIVATE LIMITED,Active,20000000.00,19890010.00,Private
U72200GJ1993PTC019650,ADIT MICROSYS PVT LTD,Active,4000000.00,3500000.00,Private
U15495TN2006PTC060560,DREAMERS FOOD MARKETING NETWORK PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U51909DL1991PTC046942,DETENTE IMPEX PRIVATE LIMITED,Strike Off,100000,2000,Private
U45201DL2001PTC111285,TANUJ-ISHAN CONSTRUCTION PRIVATE LIMITED,Active,5000000,3630000,Private
U46630PN2025PTC239995,YADAVAPARVA INFRACON PRIVATE LIMITED,Active,500000.00,100000.00,Private
U74999MH2016PLC288376,AUGMONT INTERNATIONAL LIMITED,Active,500000.00,500000.00,Public
U74999PN2018PTC178296,MAXURE GLOBAL FACILITIES INDIA PRIVATE LIMITED,Active,100000.00,10000.00,Private
U72200PN2011PTC139013,UNIVERSAL STEEL INFORMATION TECHNOLOGY (INDIA) PRIVATE LIMITED,Active,10000000.00,300000.00,Private
U62091DL2024PTC425018,BRIGHTSKY COMMUNICATION PRIVATE LIMITED,Active,100000,100000,Private
U15499TN1974PTC006517,DISCON FOODS PRIVATE LIMITED,Active,500000.00,350000.00,Private
U47613MH2024PTC426126,VASUVISHWA TRADING AND SERVICES PRIVATE LIMITED,Active,500000.00,10000.00,Private
U15203MH1984PTC032417,SATCHIDANAND AGRO INDUSTRIES PVT LTD,Strike Off,300000.00,15000.00,Private
U45309DL2018PTC343364,K-FIVE INFRATECH PRIVATE LIMITED,Strike Off,1000000,1000000,Private
U88900GJ2025NPL159523,MANJUMAA GAU SEVA FOUNDATION,Active,100000.00,100000.00,Private
U74999DL2019PTC346597,GROWTHFILE ANALYTICS PRIVATE LIMITED,Active,1000000,118810,Private
U45200TN2008PTC067106,DAE KYUNG CONSTRUCTION PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U47215DL2023PTC412808,CLEAN NUTRITION PRIVATE LIMITED,Active,3000000,1430080,Private
U47910DL2025PTC445288,NSDM ONLINE TRADING PRIVATE LIMITED,Active,100000,100000,Private
U14309TN2025PTC177014,DMV RAJA FASHION PRIVATE LIMITED,Active,4500000.00,4500000.00,Private
U18109DL2017PTC325597,AVIJAS OUTFITS PRIVATE LIMITED,Active,100000,100000,Private
U74899DL1995PTC073068,C M D OVERSEAS PVT LTD,Active,500000,201000,Private
U62013PN2023PTC219667,MRUVI PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51229TN2002PTC049446,SUNDAR DEZIRE PRIVATE LIMITED,Active,1000000.00,130000.00,Private
U74209KA2023PTC178140,PEAKMOTION FITNESS PRIVATE LIMITED,Active,100000.00,15000.00,Private
U74999DL2015PTC285909,ICOM MANAGEMENT SERVICES PRIVATE LIMITED,Strike Off,100000,100000,Private
U74999KA2019PTC130434,PATHSHAALA PRESCHOOL PRIVATE LIMITED,Active,500000.00,100000.00,Private
U51103DL2016PTC293005,SKYGOLD TRADING PRIVATE LIMITED,Strike Off,100000,2000,Private
U65900MH1994PTC082575,FREEPORT INVESTMENT AND TRADING COMPANY PRIVATE LIMITED,Active,500000.00,165000.00,Private
U45400MH2007PTC175072,SOHAN INFRASTRUCTURE PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
L65191DL2013PLC257611,MY MUDRA FINCORP LIMITED,Active,120000000,113918000,Public
U43299DL2023PTC419498,NAGRAJA BUILDERS PRIVATE LIMITED,Active,100000,100000,Private
U74999PN2018PTC175657,RYDDHAM VALLEY PRIVATE LIMITED,Active,100000.00,100000.00,Private
U67120KA1980PTC003821,DINTARA EXPORTS PRIVATE LIMITED,Strike Off,1500000.00,2000.00,Private
U74999TZ2019PTC031690,ARKAYOGA PRIVATE LIMITED,Active,500000.00,100000.00,Private
U45201GJ1995PTC026662,JAI ESTATE DEVELOPER PRIVATE LIMITED,Under process of striking off,100000.00,3000.00,Private
U52292TN2024PTC172340,KU CONTAINER LINES PRIVATE LIMITED,Active,1500000.00,1000000.00,Private
U65992DL1988PTC033537,JACKPOT CHIT FUND PRIVATE LIMITED,Strike Off,500000,100000,Private
U27109DL2004PTC126830,SUKH STEELS PRIVATE LIMITED,Active,20000000,18760160,Private
U74999DL2018OPC334380,LEKHRAJ INDUSTRIES (OPC) PRIVATE LIMITED,Active,100000,100000,One Person Company
U72900DL2004PTC123889,PROFESSIONAL OUTSOURCING PRIVATE LIMITED,Active,500000,418500,Private
U52100MH2011PTC225591,LASS INTERNATIONAL PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U70100DL2013PTC248920,REFAM HOMES PRIVATE LIMITED,Active,100000,100000,Private
U74140DL2015PTC283508,ACCURATE INFOSOLUTIONS PRIVATE LIMITED,Under process of striking off,100000,100000,Private
U74999MH2015PTC261249,JYOTIRAJ INFOSYSTEM PRIVATE LIMITED,Active,100000.00,100000.00,Private
U13100MH1972PTC015537,ISHA STEEL TREATMENT PRIVATE LIMITED,Active,750000000.00,676000000.00,Private
U24290GJ2022PTC129046,OMBIT PHARMA PRIVATE LIMITED,Active,100000.00,10000.00,Private
U63090MH2001PTC133716,CAPRICORN LOGISTICS PRIVATE LIMITED,Active,80000000.00,50000000.00,Private
U01110KA2021PTC155622,KALPA MITHRA FARMER PRODUCER COMPANY LIMITED,Active,2500000.00,2000000.00,Private
U74940MH2009PTC196746,RURAL NEWS NETWORK PRIVATE LIMITED,Active,100000.00,100000.00,Private
L17120MH1897PLC000163,ADITYA BIRLA REAL ESTATE LIMITED,Active,2480000000.00,1116900000.00,Public
U51900MH2009FTC216240,SIPA INDIA PRIVATE LIMITED,Active,13400000.00,13400000.00,Private
U17299GJ2019PTC111715,NYSHAH WEAVETECH PRIVATE LIMITED,Active,30000000.00,30000000.00,Private
U72900TN2019PTC127198,KAK IMPACT PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U52292MH2023OPC413612,BEATA SHIP MANAGEMENT (OPC) PRIVATE LIMITED,Active,100000.00,10000.00,One Person Company
U85420TZ2025PTC033931,EFTAPEI GLOBAL PRIVATE LIMITED,Active,1500000.00,30000.00,Private
U63010MH2007PTC175764,SHIPONE LOGISTIC INDIA PRIVATE LIMITED,Active,500000.00,300000.00,Private
U93090MH2008PTC183512,PLATYPUS CONSULTANCY AND SERVICES PRIVATE LIMITED,Active,300000.00,225000.00,Private
U28191DL2023PTC419340,SAKSHI SHIVANSHU PRIVATE LIMITED,Active,1000000,200000,Private
U36940GJ2014PTC078205,R FOR RABBIT BABY PRODUCTS PRIVATE LIMITED,Active,700000.00,406110.00,Private
U99999DL1993PTC054808,COMPETENT INSURANCE AND MANAGEMENT CONSU LTANTS PRIVATE LIMITED,Strike Off,20000,200,Private
U78300KA2023PTC175162,VAPSNEST INDIA PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72900MH2019OPC332050,KAWADIWALE TECHNOVATIONS (OPC) PRIVATE LIMITED,Active,1000000.00,100000.00,One Person Company
U30007MH2002PTC137067,SS-RP INFOTECH PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U79120PN2025PTC239778,ROAMRIVAL TECHNOLOGIES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U78100PN2025PTC238299,KAP HR SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U47890GJ2023PTC142782,ERAVITA PRIVATE LIMITED,Active,100000.00,20000.00,Private
U92410MH2019PTC332931,BLUE SKY FUN WORLD PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U80904DL2009PTC186421,SIFAR INFOEDU PRIVATE LIMITED,Strike Off,200000,100000,Private
U85300DL2021PTC376854,KALYANKAARI VISION PRIVATE LIMITED,Strike Off,100000,100000,Private
U70101MH2007PTC171845,AJMERA REALTORS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74899DL1989PTC037059,MUNISH HOTELS PRIVATE LIMITED,Active,1500000,6603000,Private
U28110GJ2009PTC056768,GUJARAT ELECTROPLATERS AND ENGINEERS PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U72900MH1991PTC061938,CMS COMPUTERS INDIA PRIVATE LIMITED,Active,1186100000.00,986280570.00,Private
U29253MH2012PTC229312,ROLINS ENGINEERING CONSTRUCTIONS PRIVATE LIMITED,Strike Off,10000000.00,8784000.00,Private
U55101KA2003PTC032853,PAUL RESORTS & HOTELS PRIVATE LIMITED,Active,785600000.00,782498100.00,Private
U24211GJ1990PTC013965,DELTA INSECTICIDES PRIVATE LIMITED,Strike Off,1000000.00,2000.00,Private
U99999MH1998PTC117650,S L AND S IMPEX PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U74900MH2011PTC217718,DATAGRID SECURITY EDUCATION PRIVATE LIMITED,Strike Off,1000000.00,875000.00,Private
U01492KA2024PTC195316,NOURISH MIND INDIA PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U31905PN2019PTC181134,VENERGIA ELECTROTECH PRIVATE LIMITED,Active,500000.00,10000.00,Private
U72200GJ2014OPC080600,ZPLUS SOFTWARE TECHNOLOGY PRIVATE LIMITED (OPC),Active,100000.00,100000.00,One Person Company
U29309GJ2023PTC138340,VISVES ADVANCE ENGINEERING PRIVATE LIMITED,Active,500000.00,100000.00,Private
U93000DL2022PTC392653,ANGELS TOUCH AND MAKEOVER PRIVATE LIMITED,Active,100000,100000,Private
U46909TN2025PTC176884,SHANAURA ENERGY SOLUTIONS PRIVATE LIMITED,Active,250000.00,250000.00,Private
U72200DL2001PTC111105,HARJASE SERVICES PRIVATE LIMITED,Active,2500000,450000,Private
U23101MH2005PTC189826,BLA COKE PRIVATE LIMITED,Active,140000000.00,113220000.00,Private
U80301PN2019PTC187946,ANANTA COACHING CENTRE AND ACADEMY PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U80903TN2009PTC071843,JRP EDUCATIONAL ACADEMY PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74999DL2015PTC278043,RADIANCE DATA ANALYTICS PRIVATE LIMITED,Active,100000,100000,Private
U01100GJ2018PTC102762,IMPERIAL FARMERS PRODUCER COMPANY LIMITED,Active,100000.00,100000.00,Private
U51397KA1996PTC072717,DO-WELL SURGICALS PRIVATE LIMITED,Active,5500000.00,5500000.00,Private
U45201DL2006PTC146823,NOVA ESTATES PRIVATE LIMITED,Active,2500000,2500000,Private
U34200KA2007PTC042580,KMS COACH BUILDERS PRIVATE LIMITED,Active,10000000.00,10000000.00,Private
U74999MH2018PTC313336,SARVATAIL SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U85500PN2024NPL230399,NATARAJAN EMPOWERMENT FOUNDATION,Active,100000.00,100000.00,Private
U51909DL2010PTC211932,AGGARWAL IMPORT PRIVATE LIMITED,Active,1000000,1000000,Private
U74899DL1995PTC066755,HARJEET TEXTILES PRIVATE LIMITED,Active,5000000,1554200,Private
U28111KA1996PTC020501,SYN-ERGOMACHINES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74900KA2015PTC081292,GURUPRIYAM INNOVATION LABS PRIVATE LIMITED,Active,900000.00,100000.00,Private
U51909DL2005PTC137396,STELLENT TRADING PRIVATE LIMITED,Active,3000000,2738650,Private
U35105DL2025PTC441844,JGRJ FOUR RENEWABLE PRIVATE LIMITED,Active,100000,100000,Private
U70100MH2006PTC161720,JNB PROPERTIES PRIVATE LIMITED,Active,83600000.00,83544100.00,Private
U01100PN2022PTC208101,ENDOCHEMINDIA PRIVATE LIMITED,Active,500000.00,140820.00,Private
U51100GJ1995PTC024945,RAINBOW RESOURCES PRIVATE LIMITED,Active,5000000.00,3345000.00,Private
U24231DL2003PTC119971,NIMBUS REMEDIES PRIVATE LIMITED,Strike Off,100000,100000,Private
U82990DL2024PTC434205,DRS CARGO CARRIERS PRIVATE LIMITED,Active,500000,10000,Private
U62010TZ2023PTC030006,DIONYSUS SOFTWARE SOLUTIONS PRIVATE LIMITED,Active,200000.00,100000.00,Private
U33125MH1982PTC027977,LABINDIA INSTRUMENTS PVT LTD,Active,10000000.00,7170000.00,Private
U51900MH2008PTC187654,RACY TRADE & COMMERCE PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U99999MH1939PTC003012,THE AHMEDABAD HOSIERY MILLS LIMITED,Dissolved (Liquidated),0.00,0.00,Private
U93090DL2016PTC306962,PIPERS CONSULTING INDIA PRIVATE LIMITED,Active,100000,100000,Private
U74899DL1995PTC070063,V B BUSINESS CENTRE PRIVATE LIMITED,Active,1000000,326200,Private
U24304DL2019PTC352332,MYCI HUB PRIVATE LIMITED,Strike Off,100000,100000,Private
U51909TN2022PTC157434,ALESCO CITO TRADERS INDIA PRIVATE LIMITED,Active,1000000.00,50000.00,Private
U01403TN2012PTC086688,SYNERGY LIVESTOCK SOLUTIONS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U45200TN2008PTC069242,HEBA LAND PROPERTY DEVELOPERS PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U52100DL2019PTC343713,HARSHUBH SOLAR PRIVATE LIMITED,Active,200000,200000,Private
U51909DL2010PTC201605,PADMINI POLYCHEM PRIVATE LIMITED,Strike Off,1000000,100000,Private
U26993GJ2011PTC063521,SURANA ABRASIVE PRIVATE LIMITED,Active,100000.00,100000.00,Private
L63040GJ1991PLC016449,GIRISH TRAVELS AND COURIERS LTD.,Active,50000000.00,33422100.00,Public
U87300TZ2024NPL031132,MOTCHAM FOUNDATION,Active,1500000.00,10000.00,Private
U74993TN2018PTC122676,NPERC VENTURES PRIVATE LIMITED,Strike Off,1000000.00,200000.00,Private
U22211GJ1992PTC017821,GULABDAS PRINTERS PVT LTD,Strike Off,500000.00,0.00,Private
U31909DL2022PTC403039,DREAMONIC TECHNOLOGY PRIVATE LIMITED,Active,1000000,200000,Private
U72900MH2022OPC380366,SOFTPARITY INFO TECH (OPC) PRIVATE LIMITED,Active,50000.00,50000.00,One Person Company
U46491GJ2023PTC144775,PANARA LIFESTYLE PRIVATE LIMITED,Active,100000.00,100000.00,Private
U85110TN2014PTC097485,ESDAB MEDICARE PRIVATE LIMITED,Active,10000000.00,10000000.00,Private
U52992DL2001PTC111792,DREAMLAND SYNDICATE SERVICES PRIVATE LIMITED,Strike Off,5000000,1500000,Private
U29249KA2007PTC041792,SELF LEVELLING MACHINES (INDIA) PRIVATE LIMITED,Active,5000000.00,5000000.00,Private
U15122PN2015PTC155613,SHREE J K (BAPU) JADHAV REFINE SUGAR PRIVATE LIMITED,Active,1000000.00,340000.00,Private
U74140MH1997NPL111167,YOUNG PRESIDENTS ORGANIZATION (MUMBAI CHAPTER),Active,0.00,0.00,Public
U74210KA1991PTC012420,R I ENGINEERING (INDIA) PRIVATE LIMITED,Active,27500000.00,23000000.00,Private
U01403DL2008PTC181919,ADIMALI ORGANIC AGRO FARMING PRIVATE LIMITED,Active,1000000,101000,Private
U99999MH1970PTC014901,PODAR SHAKTI SYNTHETICS PRIVATE LIMITED,Active,1500000.00,241100.00,Private
U24304DL2017PTC322400,SHAAYAN PHARMACEUTICALS PRIVATE LIMITED,Active,1500000,500000,Private
U72900KA2013PTC069784,ISQUAREI SERVICES PRIVATE LIMITED,Active,1000000.00,857150.00,Private
U72900DL2018PTC343178,SOCIOWASH DIGITAL PRIVATE LIMITED,Active,210000,210000,Private
U34102TN2013PTC094350,VSUN AUTOMOTIVE INDIA PRIVATE LIMITED,Strike Off,3000000.00,100000.00,Private
L26940GJ1944PLC000749,SHREE DIGVIJAY CEMENT CO LIMITED,Active,2500000000.00,1478142780.00,Public
U11100DL2007PTC164775,CEV ENGINEERING PRIVATE LIMITED,Active,70000000,5048740,Private
U72200KA2006PTC040566,SPORTING MINDZ TECHNOLOGY PRIVATE LIMITED,Strike Off,2000000.00,1554500.00,Private
U45309MH2022PTC374774,KUSUMALEELA VENTURES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U85320PN2019NPL186506,RAOSAHEB SHANKAR RAMCHANDRA PANHALE FOUNDATION,Active,100000.00,100000.00,Private
U51109MH2009PTC194875,ASADHYA TRADING PRIVATE LIMITED,Active,5000000.00,3275000.00,Private
U72900KA2006PTC038697,BRADY COMPANY INDIA PRIVATE LIMITED,Active,280000000.00,204705790.00,Private
U92490TN1958PTC003616,JHANSI PRODUCTIONS PRIVATE LIMITED,Strike Off,200000.00,40000.00,Private
U25209KA2020PTC137950,INTERCON PACKAGING PRIVATE LIMITED,Strike Off,1000000.00,10000.00,Private
U99999MH1946PTC005324,M D SHETHIS (COMPANY) LIMITED,Amalgamated,0.00,0.00,Public
U23109GJ1998PTC033742,VISHAL BRIQUETTES PRIVATE LIMITED,Active,500000.00,470020.00,Private
U28900MH1978PTC020069,MARINE SUPPLY COMPANY PRIVATE LIMITED,Strike Off,500000.00,0.00,Private
U35114DL1998PTC094905,C.P. WORLD LINES PRIVATE LIMITED,Active,10000000,536000,Private
U63013MH2006PTC164807,JAY LEELA LOGISTICS PRIVATE LIMITED,Active,11000000.00,10430000.00,Private
U58203MH2024PTC426956,SAMBHAVAT TECHNOLOGIES PRIVATE LIMITED,Active,1500000.00,1500000.00,Private
U80904DL2011PTC218608,ENLIVE EDUCATION PRIVATE LIMITED,Strike Off,2000000,2000000,Private
U52590GJ2022PTC128840,FINBAZE TRADERS PRIVATE LIMITED,Active,100000.00,10000.00,Private
U67190MH1994PLC077206,GARWARE FINANCIAL SERVICES LIMITED,Strike Off,2500000.00,70.00,Public
U65992DL2009PTC189588,NEO JINDALS CHITS PRIVATE LIMITED,Active,1000000,100000,Private
U24299MH2001PTC132850,INTEGRATED CLINICAL RESEARCH SCIENCES PRIVATE LIMITED,Active,500000.00,365000.00,Private
U45309MH2021PTC373051,DFS DEVELOPERS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U60200GJ2021PTC124420,UMMED TRANS SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51900MH1982PTC028031,ARYA TRADING AND SERVICES PVT LTD,Active,100000.00,100000.00,Private
U65999MH2012PTC227337,SB CAPITAL CONSULTANTS PRIVATE LIMITED,Active,500000.00,270000.00,Private
U70200PN2023PTC222528,NOVDECHAR CONSULTANCY PRIVATE LIMITED,Active,20000.00,20000.00,Private
U51909MH2019PTC327626,WALKTRENDY PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U20239MH1989PTC054510,ARUN AND COMPANY PRIVATE LIMITED,Strike Off,100000.00,2000.00,Private
U31900KA2021PTC155898,MYTRIC ELECTRICALS PRIVATE LIMITED,Active,500000.00,500000.00,Private
U99999DL1991PTC046253,LOTUS PRODUCTS PRIVATE LIMITED,Strike Off,5000000,20000,Private
U24231DL1996PTC081957,SRIRAM CHEMPRO PRIVATE LIMITED,Active,1500000,1000000,Private
U47222DL2023PTC415189,EVOLUTION OVERSEAS PRIVATE LIMITED,Active,100000,100000,Private
U41001TN2023PTC161287,ABSWAY INFRA PROJECTS PRIVATE LIMITED,Active,1500000.00,100000.00,Private
U47890DL2023PTC413265,SAVVY EMPIRE PRIVATE LIMITED,Active,100000,100000,Private
U72900MH2015PTC269243,METRITA TECHNOLOGY PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U01135GJ1998PLC033798,DACIL FORESTS (I) LIMITED,Active,10000000.00,7000.00,Public
U51909DL1984PTC019721,MANJULA EXPORTS PRIVATE LTD,Active,1000000,1000000,Private
U64200DL2008PTC183487,APEX TELESERVICES PRIVATE LIMITED,Strike Off,100000,0,Private
U47711DL2025PTC442224,PRH DRIPK FASHION PRIVATE LIMITED,Active,150000,150000,Private
U65991TN1990PLC019205,SELC SECURITIES LIMITED,Dissolved (Liquidated),100000.00,10500.00,Public
U58111DL2023PTC423847,COMPASS PUBLISHING PRIVATE LIMITED,Active,100000,100000,Private
U72900PN2021PTC200089,MEET INDIA E-BRIDGE PRIVATE LIMITED,Active,100000.00,10000.00,Private
U74999KA2016PTC097360,ARETOT LABS & CONSULTANTS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U74999DL2017PTC326913,GNG POLYMERS PRIVATE LIMITED,Strike Off,10000000,600000,Private
U29142DL2001PTC112331,VCN ENGINEERING PRIVATE LIMITED,Strike Off,1000000,1000000,Private
U72200PN1994PTC080653,SUPERTECH COMPUTER SOLUTIONS PRIVATE LIMITED,Strike Off,2000000.00,1480000.00,Private
L25209GJ1988PLC010846,KCCL PLASTIC LIMITED,Active,110000000.00,105335000.00,Public
U65921TZ1996PTC007217,SARASWATHY PALANIAPPAN FINANCE AND INVES TMENTS PRIVATE LTD,Strike Off,300000.00,0.00,Private
U65990MH2020PLN349053,BHAGWANT URBAN NIDHI LIMITED,Active,1000000.00,500000.00,Public
U92419PN2021OPC203162,ENFOCAR GYM 365 (OPC) PRIVATE LIMITED,Active,100000.00,50000.00,One Person Company
U33112PN2023PTC220687,WATERSTEWARDSHIP ORG INDIA PRIVATE LIMITED,Active,25000000.00,10000000.00,Private
U51399PN2000PTC015579,SATYAJEET SALES PRIVATE LIMITED,Strike Off,200000.00,200000.00,Private
U74999DL2016NPL299102,INFORMATION TECHNOLOGY AND TECHNICAL EDUCATION COUNCIL,Active,100000,100000,Private
U74999KA2011PTC056916,ODDROAD HOLIDAYS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U70109DL2006PTC149852,RSK CON GREENS PRIVATE LIMITED,Active,5000000,600000,Private
U24230MH1996PTC098519,CARLSON FILTRATION (INDIA) PRIVATE LIMITED,Strike Off,500000.00,101000.00,Private
U74900MH2015PTC270328,CANVS CREATIVE SOLUTIONS PRIVATE LIMITED,Active,500000.00,123750.00,Private
U51909MH2002PTC137786,N JEWELLERY TECHNIQUES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U63040KA2020PTC132029,GOFLYON PRIVATE LIMITED,Under process of striking off,1000000.00,100000.00,Private
U29248KA2014PTC077426,MNS AUTOMATION INDIA PRIVATE LIMITED,Active,500000.00,150000.00,Private
U65999MH2019PLC320795,AAIBHAWANI URBAN NIDHI LIMITED,Active,500000.00,500000.00,Public
U70109MH2022PTC377243,CONTEX ASSOCIATES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U27200MH1992PTC067429,MECCANO ENGINEERING COMPANY PVT.LTD.,Strike Off,500000.00,0.00,Private
U51909DL1995PTC070839,SUNSHINE AGENCIES PRIVATE LIMITED,Strike Off,100000,300,Private
U99999MH1951PLC008454,NEW PRIMIA FILMS LIMITED,Dissolved (Liquidated),0.00,0.00,Public
U74140DL2011PTC229135,ASTORIANN INSTITUTE OF FINANCIAL MANAGEMENT PRIVATE LIMITED,Strike Off,100000,100000,Private
U11010PN2024PTC229324,SUDARSHAN DISTILLERY PRIVATE LIMITED,Active,1000000.00,100000.00,Private
